DATAFLOW,LAST UPDATE,freq,indic_bt,nace_r2,s_adj,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,CA,I15,AT,2021-12,,c
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,CA,I15,AT,2022-01,,c
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,CA,I15,BE,2021-12,,c
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,CA,I15,BE,2022-01,,c
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,CA,I15,BG,2021-12,,c
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,CA,I15,BG,2022-01,,c
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,CA,I15,DE,2021-12,79.6,
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,CA,I15,DE,2022-01,100.4,
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,CA,I15,DE,2022-02,103.1,
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,CA,I15,DE,2022-03,110.1,
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,CA,I15,DE,2022-04,104.0,
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,CA,I15,DE,2022-05,103.5,
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,CA,I15,DE,2022-06,105.1,
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,CA,I15,DE,2022-07,103.4,
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,CA,I15,DE,2022-08,95.1,
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,CA,I15,DE,2022-09,103.1,
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,CA,I15,DK,2021-12,,c
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,CA,I15,DK,2022-01,,c
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,CA,I15,EA19,2021-12,84.3,
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,CA,I15,EA19,2022-01,103.1,
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,CA,I15,EA19,2022-02,107.0,
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,CA,I15,EA19,2022-03,116.9,
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,CA,I15,EA19,2022-04,107.8,
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,CA,I15,EA19,2022-05,108.9,
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,CA,I15,EA19,2022-06,110.0,
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,CA,I15,EA19,2022-07,108.4,
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,CA,I15,EA19,2022-08,83.9,
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,CA,I15,EA19,2022-09,107.7,
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,CA,I15,EL,2021-12,108.7,
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,CA,I15,EL,2022-01,117.6,p
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,CA,I15,EL,2022-02,141.7,p
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,CA,I15,EL,2022-03,145.6,p
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,CA,I15,EL,2022-04,144.8,p
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,CA,I15,EL,2022-05,141.2,p
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,CA,I15,EL,2022-06,143.3,p
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,CA,I15,EL,2022-07,141.0,p
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,CA,I15,EL,2022-08,102.7,p
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,CA,I15,EL,2022-09,131.3,p
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,CA,I15,ES,2021-12,88.1,p
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,CA,I15,ES,2022-01,111.1,p
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,CA,I15,ES,2022-02,120.3,p
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,CA,I15,ES,2022-03,118.1,p
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,CA,I15,ES,2022-04,116.3,p
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,CA,I15,ES,2022-05,128.9,p
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,CA,I15,ES,2022-06,124.1,p
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,CA,I15,ES,2022-07,124.4,p
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,CA,I15,ES,2022-08,86.7,p
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,CA,I15,ES,2022-09,115.6,p
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,CA,I15,EU27_2020,2021-12,89.4,
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,CA,I15,EU27_2020,2022-01,107.2,
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,CA,I15,EU27_2020,2022-02,112.1,
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,CA,I15,EU27_2020,2022-03,123.5,
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,CA,I15,EU27_2020,2022-04,114.5,
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,CA,I15,EU27_2020,2022-05,115.4,
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,CA,I15,EU27_2020,2022-06,115.7,
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,CA,I15,EU27_2020,2022-07,114.0,
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,CA,I15,EU27_2020,2022-08,91.1,
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,CA,I15,EU27_2020,2022-09,113.9,
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,CA,I15,FR,2021-12,82.7,
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,CA,I15,FR,2022-01,110.4,
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,CA,I15,FR,2022-02,108.3,
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,CA,I15,FR,2022-03,118.9,
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,CA,I15,FR,2022-04,112.9,
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,CA,I15,FR,2022-05,105.1,
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,CA,I15,FR,2022-06,114.6,
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,CA,I15,FR,2022-07,108.0,
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,CA,I15,FR,2022-08,67.5,
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,CA,I15,FR,2022-09,107.2,
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,CA,I15,IE,2021-12,,c
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,CA,I15,IE,2022-01,,c
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,CA,I15,IE,2022-02,,c
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,CA,I15,IE,2022-03,,c
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,CA,I15,IE,2022-04,,c
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,CA,I15,IE,2022-05,,c
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,CA,I15,IE,2022-06,,c
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,CA,I15,IE,2022-07,,c
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,CA,I15,IE,2022-08,,c
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,CA,I15,IE,2022-09,,c
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,CA,I15,IT,2021-12,83.9,
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,CA,I15,IT,2022-01,88.6,
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,CA,I15,IT,2022-02,99.4,
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,CA,I15,IT,2022-03,119.7,
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,CA,I15,IT,2022-04,99.0,
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,CA,I15,IT,2022-05,102.9,
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,CA,I15,IT,2022-06,96.3,
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,CA,I15,IT,2022-07,104.3,
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,CA,I15,IT,2022-08,58.9,
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,CA,I15,IT,2022-09,107.9,
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,CA,I15,LT,2021-12,137.6,
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,CA,I15,LT,2022-01,168.7,
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,CA,I15,LT,2022-02,153.1,
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,CA,I15,LT,2022-03,172.9,
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,CA,I15,LT,2022-04,177.4,
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,CA,I15,LT,2022-05,185.9,
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,CA,I15,LT,2022-06,172.9,
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,CA,I15,LT,2022-07,166.7,
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,CA,I15,LT,2022-08,169.0,
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,CA,I15,LT,2022-09,170.8,
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,CA,I15,NL,2021-12,,c
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,CA,I15,NL,2022-01,,c
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,CA,I15,NL,2022-02,,c
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,CA,I15,NL,2022-03,,c
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,CA,I15,NL,2022-04,,c
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,CA,I15,NL,2022-05,,c
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,CA,I15,NL,2022-06,,c
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,CA,I15,NL,2022-07,,c
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,CA,I15,NL,2022-08,,c
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,CA,I15,NL,2022-09,,c
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,CA,I15,PL,2021-12,,c
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,CA,I15,PL,2022-01,,c
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,CA,I15,PL,2022-02,,c
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,CA,I15,PL,2022-03,,c
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,CA,I15,PL,2022-04,,c
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,CA,I15,PL,2022-05,,c
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,CA,I15,PL,2022-06,,c
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,CA,I15,PL,2022-07,,c
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,CA,I15,PL,2022-08,,c
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,CA,I15,PL,2022-09,,c
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,CA,I15,PT,2021-12,,c
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,CA,I15,PT,2022-01,,c
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,CA,I15,PT,2022-02,,c
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,CA,I15,PT,2022-03,,c
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,CA,I15,PT,2022-04,,c
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,CA,I15,PT,2022-05,,c
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,CA,I15,PT,2022-06,,c
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,CA,I15,PT,2022-07,,c
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,CA,I15,PT,2022-08,,c
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,CA,I15,PT,2022-09,,c
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,CA,I15,RO,2021-12,,c
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,CA,I15,RO,2022-01,,c
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,CA,I15,RO,2022-02,,c
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,CA,I15,RO,2022-03,,c
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,CA,I15,RO,2022-04,,c
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,CA,I15,RO,2022-05,,c
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,CA,I15,RO,2022-06,,c
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,CA,I15,RO,2022-07,,c
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,CA,I15,RO,2022-08,,c
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,CA,I15,RO,2022-09,,c
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,CA,I15,SE,2021-12,,c
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,CA,I15,SE,2022-01,,c
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,CA,I15,TR,2021-12,157.6,
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,CA,I15,TR,2022-01,124.2,
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,CA,I15,TR,2022-02,135.0,
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,CA,I15,TR,2022-03,152.6,
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,CA,I15,TR,2022-04,149.6,
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,CA,I15,TR,2022-05,153.3,
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,CA,I15,TR,2022-06,159.2,
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,CA,I15,TR,2022-07,142.5,
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,CA,I15,TR,2022-08,141.7,
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,CA,I15,TR,2022-09,144.9,
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,NSA,I15,BE,2021-12,,c
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,NSA,I15,BE,2022-01,,c
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,NSA,I15,BG,2021-12,,c
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,NSA,I15,BG,2022-01,,c
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,NSA,I15,DE,2021-12,83.2,
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,NSA,I15,DE,2022-01,98.5,
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,NSA,I15,DE,2022-02,103.5,
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,NSA,I15,DE,2022-03,115.6,
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,NSA,I15,DE,2022-04,100.8,
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,NSA,I15,DE,2022-05,108.4,
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,NSA,I15,DE,2022-06,104.6,
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,NSA,I15,DE,2022-07,99.1,
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,NSA,I15,DE,2022-08,97.9,
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,NSA,I15,DE,2022-09,105.3,
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,NSA,I15,DK,2021-12,,c
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,NSA,I15,DK,2022-01,,c
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,NSA,I15,EL,2021-12,111.6,
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,NSA,I15,EL,2022-01,111.4,p
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,NSA,I15,EL,2022-02,134.3,p
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,NSA,I15,EL,2022-03,143.7,p
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,NSA,I15,EL,2022-04,137.2,p
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,NSA,I15,EL,2022-05,144.9,p
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,NSA,I15,EL,2022-06,147.0,p
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,NSA,I15,EL,2022-07,144.7,p
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,NSA,I15,EL,2022-08,105.4,p
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,NSA,I15,EL,2022-09,134.8,p
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,NSA,I15,ES,2021-12,92.2,
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,NSA,I15,ES,2022-01,108.9,
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,NSA,I15,ES,2022-02,120.1,
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,NSA,I15,ES,2022-03,123.4,
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,NSA,I15,ES,2022-04,113.2,
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,NSA,I15,ES,2022-05,129.9,
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,NSA,I15,ES,2022-06,124.3,
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,NSA,I15,ES,2022-07,120.2,
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,NSA,I15,ES,2022-08,88.5,p
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,NSA,I15,ES,2022-09,117.3,p
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,NSA,I15,FR,2021-12,88.0,
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,NSA,I15,FR,2022-01,108.5,
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,NSA,I15,FR,2022-02,108.1,
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,NSA,I15,FR,2022-03,123.0,
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,NSA,I15,FR,2022-04,110.2,
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,NSA,I15,FR,2022-05,110.8,
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,NSA,I15,FR,2022-06,114.8,
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,NSA,I15,FR,2022-07,102.6,
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,NSA,I15,FR,2022-08,69.7,
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,NSA,I15,FR,2022-09,109.6,
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,NSA,I15,IE,2021-12,,c
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,NSA,I15,IE,2022-01,,c
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,NSA,I15,IE,2022-02,,c
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,NSA,I15,IE,2022-03,,c
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,NSA,I15,IE,2022-04,,c
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,NSA,I15,IE,2022-05,,c
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,NSA,I15,IE,2022-06,,c
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,NSA,I15,IE,2022-07,,c
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,NSA,I15,IE,2022-08,,c
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,NSA,I15,IE,2022-09,,c
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,NSA,I15,IT,2021-12,90.4,
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,NSA,I15,IT,2022-01,85.8,
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,NSA,I15,IT,2022-02,99.0,
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,NSA,I15,IT,2022-03,122.9,
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,NSA,I15,IT,2022-04,95.4,
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,NSA,I15,IT,2022-05,104.5,
ESTAT:STS_INPR_M(1.0),14/11/22 11:00:00,M,PROD,C222,NSA,I15,IT,2022-06,96.9,
